,VR1_A,AATS8v,AATS1i,AATS5i,ATSC2dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC8dv,ATSC2d,ATSC3d,ATSC7d,ATSC7s,ATSC8pe,ATSC2i,ATSC4i,ATSC5i,ATSC7i,ATSC8i,AATSC7m,AATSC7v,PEOE_VSA1,PEOE_VSA2,PEOE_VSA7,PEOE_VSA9,PEOE_VSA10,SMR_VSA5,SlogP_VSA3,EState_VSA3,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState3,VSA_EState8,VSA_EState9,AATS7i.1,AATS8i.1,ATSC5s.1,AATSC2m.1,AATSC8m.1,AATSC6v.1,VR1_DzZ.1,VE3_Dzv.1,VR2_Dzv.1,VE3_Dzp.1,VR2_Dzi.1,VR1_Dzs,nHBint2,nHBint8,nHBint9,SHBint4,minHBint8,minHBint10,maxHBint10,LipoaffinityIndex,VR1_D.1,WTPT-3,TDB10e,TDB2i,TDB5i,TDB6i,TDB7i,TDB9i,TDB10i,RDF35m,RDF40m,RDF60m,RDF70m,RDF75m,RDF45s,RNCS.1,MDEC-13.2,pIC50
0,388.463264259984,168.09614758568208,145.72028022881418,158.01981541239505,67.71644612476372,-6.822306238185277,-33.70510396975427,-82.79017013232513,-87.44234404536861,8.759451795841214,1.9796786389413927,-17.630907372400753,-5.041601029195547,-0.5784125236294879,2.703827709534949,8.294830700622404,5.12073715383937,-19.241305559523425,-20.75801244104897,-4.917766873903481,-9.411451878156267,10.053651557806381,14.687756176444681,30.33183534230805,29.61801479420355,11.443439828132364,13.847474399381248,4.794537184071822,28.20214524777448,50.24567681015091,15.514152220608404,4.736862953800049,10.21060020188312,3.625731222323103,1.607192432812056,155.27535972452293,159.95368063961504,-11.259543688300777,5.0923760350229,-7.537331235163867,-2.6865724843196164,438.59038635516885,-4.017644641178866,18.064622183874725,-4.170716698451269,15.024505587973639,582.3028392325041,1.0,1.0,0.0,12.235078575852569,6.180177708592202,2.1637932132971947,2.1637932132971947,7.092409627366758,466.56551281401426,17.276230940329175,73.76260795230324,335.24938499262987,769.8952759872891,905.4594758437883,1028.4523062793778,1423.109693765557,1527.4933772157349,13.07766426633422,2.5004710634554304,11.916734986108265,4.37884894828228,8.291556916609602,30.163956937241178,3.287457784451484,5.726272553600228,4.456
1,385.35259833226837,163.0668862613403,145.64102274476346,158.14004355195615,69.90337359433569,3.735943356934599,-36.30279050395669,-86.83173677634319,-122.27571845064556,2.095376926280708,3.736776343190332,-21.0045814244065,1.539954417141007,-1.1886137442732168,11.825858592595086,35.400008858178076,10.453212076187928,-23.223636113913198,-30.632764613995,-3.7736052660896258,-8.995000574610726,10.053651557806381,14.687756176444681,30.33183534230805,29.61801479420355,11.443439828132364,20.771211599071872,4.794537184071822,28.20214524777448,57.169414009841525,15.514152220608404,4.736862953800049,10.27078603007242,5.501096833484653,1.6076176028800837,154.55190369812058,159.9248095422354,-8.585603799342852,7.394354100580758,-8.860629527032005,-3.59398964092184,547.9263558191719,-4.007051872319426,30.87491667822106,-4.138460158302617,166.84846179427262,434.59210884940484,1.0,1.0,0.0,11.827569790546189,6.281989376346925,2.0047490008789457,2.0047490008789457,7.839303342791999,422.5817688633565,17.27970535381537,73.70714161607152,335.0801993952882,766.491226459484,927.8818804276603,1060.5550765451983,1461.6494181707092,1525.9037073506167,12.098395212805952,4.934236681796998,12.641874939685453,5.399668136309277,8.991372147056747,28.50978212267557,3.216474669022732,6.4232108646076185,4.347
2,680.9735372274035,199.30543382028614,146.87530674744906,158.08938813582603,12.880882965431047,9.807580174927116,-0.9125364431486958,-64.55060391503541,-41.0478967097043,8.231986672219913,-3.2661391087047034,-6.228654727197004,-15.258734786431587,0.10828908788005047,-2.08745081054446,-22.573620213473568,-11.500962155810914,-5.5473134679103895,-10.921772318634588,-3.4632935549207438,-2.7727755719377587,14.953561288656855,14.687756176444681,18.199101205384828,35.721981181951854,5.693927994848461,6.923737199690624,9.531400137871868,28.20214524777448,24.26546827384644,32.5467960883821,4.736862953800049,10.19297101957702,4.6477048388979085,0.0,159.9781710839786,158.70607168207346,-8.632896015549084,1.4189811448626517,-3.425297216998542,1.0614487781696609,449.9454622746479,-3.630557133505655,13.181856336086392,-3.2506281767129908,18.137522864383225,888.7989730111262,1.0,1.0,1.0,12.735567710502384,5.69875231294567,1.0695209601960165,1.0695209601960165,7.3997390961399905,335.2169046198971,20.827331757356298,74.62419171023531,341.987316468845,765.0755176397665,926.2212165436548,1104.2840160781084,1422.7178637159232,1551.9996294473654,10.917638391123914,2.75362317850893,10.540571015183682,2.8039142256916354,10.18209409338791,33.225672872182564,4.248298087294106,2.078258441661656,6.065
3,210.04144637759617,164.7107701920321,151.22502876593074,160.55511015975642,24.19753086419752,-59.45679012345681,-54.5679012345679,-82.92592592592591,-51.12345679012346,7.1141975308642005,-0.32098765432098697,-10.953703703703699,-10.407407407407408,-0.1668827160493811,20.74489835890001,-16.08383022918905,-11.472938724507403,-6.086925074866732,-3.8162412559226966,-7.590606504320988,-9.174493230821,15.617555728959873,9.89321899237286,12.13273413692322,22.508217252926016,5.693927994848461,0.0,7.047671982677191,33.76559673947147,30.07482584215631,15.514152220608404,5.733667477162185,9.735983481355504,0.0,1.908284918778245,162.46040098697995,164.22218879898492,-23.929012345679013,3.601224387490366,-6.696077395895075,-6.791503988984113,305.2420141606673,-3.0406165327030403,16.29161021497089,-2.353682520688648,12.85822089110404,292.08768954335665,4.0,4.0,0.0,14.686490952561385,1.015257908359574,1.2351413074881643,1.2351413074881643,5.052879447712063,354.7274975863575,19.949460254987894,72.40899892139548,343.9549386462133,811.9977328928993,969.4654961570293,1141.2184717471127,1475.485918659261,1619.499967747865,10.279575149399726,2.3555331432876376,7.416363111617548,3.158194841123459,7.5971064787933855,28.1051717575498,3.568316061385355,1.5293033531155549,6.886
4,3979.637793628102,204.41851728486702,151.47613841480498,162.9941068111071,16.95290858725763,-6.9667590027700825,-15.318559556786694,-33.21883656509695,30.13573407202217,3.6589719913819687,-4.934749153585717,-5.096645121575867,-28.517304469751377,2.8355108033241003,5.8094392621772775,-48.49049216410001,-12.931224589794345,8.05872810111841,15.509146188117294,-3.862918936866728,-1.2648979331845864,21.52098651213075,20.113547573555067,48.53093654769288,29.61801479420355,11.443439828132364,0.0,0.0,45.202494847438935,12.13273413692322,26.365735014829173,16.20419790812442,9.90498095477616,0.0,1.576018999514317,162.08467795208543,159.73097958287772,21.717528470298532,2.301658535442616,2.76100322578893,4.877744703802432,425.4533806977898,-2.8125456784181817,10.27448788355433,-2.5255298440274,13.453392511185202,2276.225410131184,5.0,9.0,2.0,20.10701454953452,1.1775452526599228,2.691096899062269,2.691096899062269,6.8719737218180095,475.17289952433134,30.94621100639118,74.48071898133777,341.4498386200972,807.9002322064432,976.80911995934,1112.1767688328762,1399.3273825721274,1499.3508902831506,11.702748937355485,4.7314281868230585,15.522033081181785,4.846048941918814,13.221134530297027,43.290069025026035,2.0278546610169768,1.5687986038568933,7.796
5,1356.9803617934056,198.78859242632248,149.59047337653638,162.82608536333998,67.13017751479289,30.69230769230769,-12.692307692307699,-91.74556213017756,6.8224852071005895,7.232248520710063,1.9027366863905344,-4.03032544378698,-39.28355111768574,1.292558284023669,11.373944580318884,-10.386795627694221,-0.33536383676840664,14.246474253393506,5.8686752208367805,-8.689473189916178,-4.811890023445034,10.053651557806381,20.113547573555067,30.33183534230805,29.61801479420355,11.443439828132364,13.847474399381248,4.794537184071822,39.515108572755366,12.13273413692322,26.365735014829173,4.736862953800049,9.916063038515793,3.415283136312105,1.5853256799834738,161.42773983152497,158.3217067854498,10.535389957264973,4.534825493166327,0.4989932490191624,2.4231330669184907,755.3956294187334,-1.2926630836373916,10.906557969691312,-0.9413577365466428,15.823385411528573,463.5922690409809,5.0,3.0,2.0,13.713361705688813,1.1884933677328176,2.65278303041114,2.65278303041114,6.803840525136996,684.1047778422952,25.723385656067855,72.7865394234643,341.9777742273677,793.7020758904631,950.1437763072008,1107.1039089329283,1359.2551607031428,1491.4188305951886,12.988171387883465,5.093764931248488,9.606031257563076,6.229793496387815,12.525071307389322,45.50764729334468,2.4386875732190774,5.0514269548483695,8.187000000000001
6,468.82090288625716,179.12440418844784,150.07084605628717,161.20782106892867,26.42240587695136,-104.38475665748396,16.251606978879718,-55.30119375573921,-43.01652892561983,11.875,1.9375,-15.25,-0.22040976544343585,1.267638842975205,33.46209180397718,-29.31386570154397,2.4966518127168884,-5.549431716521969,-13.917044876526804,-6.909294457916483,-10.809265530435695,10.053651557806381,15.319010389483244,18.199101205384828,34.49516198790485,5.693927994848461,0.0,0.0,33.76559673947147,18.199101205384828,20.93994361771879,4.736862953800049,12.321334857839634,0.0,5.0132924741589004,156.90865574491156,158.58178478873987,-54.253692579555356,9.02746708253868,-4.950047798241406,5.215999068296454,368.3608964824874,-1.2848659611785664,14.538690917669525,-0.7341236544215576,16.664664851425073,414.1155682130035,4.0,3.0,3.0,13.109563920975098,1.3070153795081465,0.0,0.0,5.023830353895545,417.2872371782178,26.24827103242427,76.96165256389308,348.32108346180564,784.8549189594731,943.404174229162,1077.6631645052084,1379.0073897703182,1626.9755777820662,10.288890278143318,5.5608579188616645,7.831037911379116,7.990434444185443,9.225779978152676,35.134756310445624,3.1683189466990203,4.457701844393355,7.0760000000000005
7,529.2950694247451,182.90385446466868,147.6627950085255,160.98174306077885,30.34375,-76.796875,-0.21875,-74.921875,-48.296875,9.482638888888896,2.3420138888888924,-16.060763888888882,-13.882474922839508,1.2355800781250004,27.867816068868127,-15.815990037569716,10.088881312546842,-18.748692166279877,-12.20384340850168,-7.327126611764707,-11.358780102941749,14.953561288656855,14.687756176444681,44.42717930766243,36.16277120011613,11.443439828132364,0.0,4.794537184071822,28.20214524777448,50.49354637612404,15.514152220608404,4.736862953800049,10.20708868732678,0.2362646488383941,5.239061152649752,155.3010699022358,158.2746257534256,-43.92529899691363,4.193767104651172,-2.7191126881720464,4.280938840235938,490.6390817425042,-2.379216688955556,15.252414946673616,-2.1526979584443966,20.094583192925263,445.6550261672622,1.0,1.0,1.0,12.594922862572615,6.236503754778824,2.2826297614472546,2.2826297614472546,7.273270142175603,473.6376865281433,20.294836941690427,73.32781534231655,343.5467747512883,782.50003627052,927.2309071407843,1073.8928159817597,1372.1455743124225,1566.961047037288,11.03598942688358,2.8588839304472424,10.194603673844673,4.946031145403263,9.910003445379203,33.77677981820582,3.0156098307062127,4.252370618231443,6.046
8,1054.889608235031,208.2967641994601,148.9758231265632,162.58939711506085,12.96616369455874,-55.03917085810093,-53.356195701874725,-42.77046181984456,-22.235634811766488,6.143703703703704,-1.4113580246913568,-7.4740740740740765,-2.6236916233410685,1.3663159506172846,6.693960135205108,-19.49681536587501,-2.9562295550164865,5.859623347981486,-9.915090165309943,2.7819602826666685,-1.8152140252013933,10.053651557806381,15.319010389483244,12.13273413692322,40.05831019769748,5.693927994848461,0.0,4.736862953800049,64.4052024960681,11.446429838927527,20.93994361771879,16.337802844032563,13.762940220955572,2.3552099111380804,0.0,156.0588096454566,154.746639466749,-34.917651028053875,4.7040297574603285,1.8165049703882177,1.7943374667060046,410.6943779875022,-1.0477123911297526,9.625871696281486,-0.581308862234262,13.251567541846795,410.76226726713446,4.0,4.0,2.0,14.875163774629215,-0.4545421577510848,-0.4763755677526924,0.0,5.05144415500925,623.9293050499315,29.54890992848163,77.44499425483785,349.7708285964894,788.0827905167529,946.3506485271356,1071.4685666501114,1334.0027488274582,1571.9662015595318,9.67248641119334,8.075590277675678,8.498768435076942,4.674037179549134,15.682573588323406,46.89047581596738,3.7820837598102126,0.0,8.155
9,196.18411467415243,179.60189877215126,148.0213468928172,157.19912207398448,30.16666666666668,-80.4097222222222,-58.26388888888889,-57.298611111111114,6.2986111111110965,5.75,-1.96875,-6.171875,-11.762906633123288,0.7722545898437511,4.040427673308995,-18.473591728665994,-10.444382614672993,3.7527700904270063,-1.1421822356559908,-5.844618814474825,-7.895999604468008,11.050456081168516,9.89321899237286,17.512796907389134,22.508217252926016,5.693927994848461,0.0,0.0,33.76559673947147,22.892859677855053,15.514152220608404,5.733667477162185,13.600755777211404,0.0,0.0,159.5617194177944,160.81543163432116,-27.876828208054704,-4.449240303710924,2.2771614114332834,-3.0109526118597225,444.7471600167782,-2.1343694949687806,19.197283908118926,-1.5361998414086824,31.79801290630909,289.8428278908387,4.0,4.0,0.0,12.953105805392097,-0.5033898441324599,-0.6140862860130382,0.0,3.799743924889118,350.47393012172057,19.733652092770587,72.3413389209596,337.63075836761936,789.7984843210758,942.7873298465164,1109.7722309744286,1429.4742326855694,1539.9838055596465,9.632976079864019,4.8017103819430345,12.4581143155072,1.170791323019752,10.151459023788558,26.71861183208577,3.7921366048157834,0.0,7.174
10,1879.7562560754675,190.55119807236545,149.01446494839118,165.56446922448498,56.81640625,58.125,11.44140625,-55.14453125,-79.65234375,5.5478515625,-1.09375,-9.0986328125,-13.162462022569445,0.5468438476562575,20.89973871872803,-34.14030749370433,19.514433048563173,-10.908538594313633,9.939618704493872,-2.648967139580505,-3.748450545784217,15.950365812018996,19.58766590729516,56.59291971513596,29.052973658838592,5.693927994848461,12.841643245852019,4.794537184071822,47.209564105761004,55.3934561069745,20.414061951458887,5.733667477162185,10.491270328758882,2.7474171071493467,3.9743024100168594,157.69135185036882,158.68996237199542,-18.15494791666667,2.1381340415886614,-3.121427549350466,6.718197870283598,585.8507662006961,-2.096719825984889,11.198044157921894,-1.8468324998001528,15.262498984061766,879.2153856038734,1.0,4.0,1.0,11.738731950423865,1.1684727414233906,0.7818344766080094,0.7818344766080094,9.452887244120213,545.8465097857601,23.542589691309573,70.30523217170635,344.1459194020105,787.2968795889891,947.4193167106723,1069.2152755327834,1348.7595545033405,1486.2748966987147,12.129354297962394,5.790414057948338,12.943715879442925,5.536021804803574,13.175510611716053,46.06259645950509,1.8254306345785285,2.9199350099412347,8.155
11,428.87781898608637,188.29167174366242,149.61150857594876,161.27442102955797,42.47703703703705,-121.08641975308636,-25.094320987654314,-59.049382716049394,-27.22567901234569,8.040000000000001,2.079999999999999,-12.400000000000004,-5.193127953055941,1.5747435624999984,24.94676502572217,-19.042904762020665,5.076843289823201,-5.088111950956515,-11.32973600506949,-1.180151716730769,-9.469498355599427,5.316788604006331,15.319010389483244,12.13273413692322,26.844546268671646,5.693927994848461,0.0,0.0,38.1019257552171,11.446429838927527,20.93994361771879,11.600939890232516,13.36766581642792,0.0,3.404804020190578,155.67746285909382,157.99812870639818,-50.50449055022096,10.869964832077468,4.565946301130127,3.7530369796637713,333.59072097417265,-0.9603732371537352,17.846843490589812,-0.4523397610809637,16.179397065545267,1419.2666987589364,4.0,4.0,2.0,12.417057267293586,-0.4640523879421834,-0.5093063808050543,0.0,5.3678264575578085,657.0650086702632,25.880184048974854,76.09347542783311,349.46293187221823,786.8025634103589,929.923866308154,1047.8155928970011,1354.2486145831595,1604.0181395769573,9.5250922521697,8.458982287181943,17.424221524224876,2.7007242266099065,11.149066004811372,40.468840476967394,4.34725307829622,2.8354746164061737,7.678
12,196.18411467415243,180.07675222593772,144.66579315096388,154.67972577656738,32.024691358024704,-90.8148148148148,-49.48148148148147,-80.55555555555556,-1.0617283950617329,8.081726354453629,0.16712580348944245,-7.22314049586777,-19.004285277012556,0.3605157024793389,-6.027067502349683,-14.373180421016455,-2.7733999415843438,-5.073693829889463,-5.656224364763322,-8.95580448987198,-9.402873157005331,5.316788604006331,14.687756176444681,17.512796907389134,27.38536444662732,5.693927994848461,6.923737199690624,4.794537184071822,22.508217252926013,29.645531044312353,15.514152220608404,0.0,11.950759759520581,1.4256644200890232,0.0,157.65959776088485,158.48040076526212,-29.96419677508341,2.1174934148885005,-11.225663425596883,-2.1635340368550757,302.558997728519,-2.2269578242948644,20.020382401965662,-1.5943108465622835,38.715908720399256,418.07535178978117,1.0,1.0,0.0,12.565019615753044,5.670933301312068,0.0,0.0,4.326883942284028,350.47393012172097,17.367318173673866,69.29871045888879,334.67940122473436,789.466720176142,926.5589648425304,1087.3959760728335,1430.7994699836413,1529.377397711284,10.09519014063691,2.3393378764214043,7.026957963260138,1.4632074807119193,8.436762005443256,23.434568293911987,4.942304841211666,2.0504123087177755,5.347
13,1140.2614690439916,197.4836188132946,148.5447264811535,163.14735523838402,22.665294924554185,-0.9739368998628266,-25.205761316872426,-65.57887517146774,-42.31275720164609,7.793209876543205,-0.8456790123456832,-10.1820987654321,-14.07743674744704,1.136541872427984,9.394379612714168,-31.607448451547807,4.451965528340159,-4.503378268861728,-11.954091388960473,-4.731827960307856,-5.2335935232260855,15.370440161812713,19.58766590729516,30.33183534230805,36.16277120011613,11.443439828132364,0.0,4.794537184071822,34.746901653687054,36.398202410769656,25.730850555465214,4.736862953800049,13.637841976845365,3.7269133852814793,1.6121653404119154,156.6140601843896,156.0792197200841,-25.901682289285155,0.5020585371762541,-2.6247630404565867,3.3612154539000016,666.4024094459677,-1.9429543505015232,16.509815081263802,-1.7659054153416178,19.11674238686857,479.5946234438471,1.0,1.0,1.0,12.281218514927804,6.372545043839103,2.148019885204641,4.056438973066293,7.428940135726818,528.6619637888996,23.789103791224704,73.29758470353325,346.2583744366304,793.5234067324782,953.2858594172784,1079.223799800274,1366.1919417487425,1548.3001037733522,10.409463074060184,5.20405104498945,11.845142896895313,4.310029858379708,11.42289287311984,34.14882723597992,2.6264098644591627,1.439761138496542,6.947
14,1321.7763840610776,211.74585917880813,146.07292055342145,159.6288473419917,6.476331360946753,-1.353550295857985,-18.65828402366864,-36.844674556213015,-36.43047337278107,3.5917159763313657,-4.698224852071003,-7.479289940828401,1.3874506903353063,-0.19584271449703788,-5.855587295865785,-32.55529301299362,1.7672992620884136,9.640005858488179,4.676534171055427,-1.6599749037060094,-2.0555776734132816,15.787319034968565,14.687756176444681,48.02802097092828,36.038836417129566,11.443439828132364,6.4208216229260096,11.21535880699783,39.45298301415503,48.53093654769288,15.514152220608404,10.470530430962237,10.280811035634928,0.0,1.6033122145368592,154.67551462377295,155.3966508334225,-17.716099605522675,1.6815996105608513,-4.010833123406335,2.227172797495311,468.4098213117435,-3.4979779653471,32.72951791857018,-3.7110713860040088,15.490675314726115,477.06608207567115,1.0,1.0,0.0,12.516105629291976,6.426935312987133,2.214445107179692,2.214445107179692,8.073350950886747,496.94478247279375,19.916551370999912,71.3970144817893,333.90279814225283,787.2725425616522,939.510852258028,1074.5178556145165,1334.0301590264246,1468.9807745450628,12.365306448979275,4.131078349373391,17.82651133013951,8.147027575846117,11.162340533702832,37.634181247733935,2.7643863381161973,1.5125458169177417,6.319
15,161.841489672813,118.84202745568868,150.1051027276686,160.9982316955149,48.65625,-109.40625,-81.25,-47.53125,20.515625,5.8515625,2.67578125,-8.0078125,-5.7536892361111125,0.8677597656249965,-2.3373447569369312,-13.799610412178971,-11.743041474490989,-10.937867721621995,0.8860918753789692,-10.813569288722825,-16.432219480673613,11.050456081168516,9.89321899237286,18.90801031431363,22.508217252926016,5.693927994848461,18.75954929201341,0.0,28.42612329908741,6.06636706846161,15.514152220608404,5.733667477162185,9.771583286092213,0.0,0.0,163.11390689132062,169.65617911406682,-34.4924045138889,2.048865888469844,0.4085873235517973,-12.443522438049973,307.9503977086195,-2.375104536026164,11.80721425743642,-1.7469851821072186,13.142947330573845,321.449510064627,4.0,3.0,0.0,12.925305497752134,1.936073565143972,0.0,0.0,3.700995761868018,368.2821889799916,16.65655249228322,66.57090550280368,341.56853924442044,799.7998600177068,929.7637400720188,1131.664849958377,1434.67350850552,1532.368827541044,10.083053839344393,2.6811504024328534,4.248819765494203,1.7281070972333634,5.048565271951072,33.67825693756366,3.5644457207786435,0.0,5.854
16,1846.1044317682208,190.28223918008962,148.27074455456102,165.63820456991095,47.03555555555553,50.18222222222222,-0.7688888888888991,-47.1111111111111,-50.2711111111111,6.748055555555558,-1.1586111111111128,-8.686111111111114,-14.372916666666667,1.3638369722222274,7.653110056756263,-35.47894824058885,25.982875560096712,-7.549427418674258,9.383988824578848,-2.916716960479795,-3.791207043600037,15.787319034968565,19.58766590729516,68.72565385205918,36.16277120011613,11.443439828132364,12.841643245852019,4.794537184071822,47.209564105761004,36.398202410769656,20.414061951458887,10.470530430962237,10.40119348841148,2.7284207165008234,1.6121512050084297,157.6207665971688,158.11125811070926,-20.61743055555552,0.9618446782128895,-2.0863222898902802,5.406742520781664,713.3028754618853,-1.9111569637112635,10.343435370949113,-1.8554000698822009,21.395655514534237,449.7173815251361,1.0,4.0,1.0,12.024424755512964,1.1700581293153711,2.0574798603859965,2.0574798603859965,8.152075466558763,588.4213495848312,23.29212373718453,70.03458223758021,341.78259134222014,790.044096496904,942.9153221336003,1065.294450311473,1336.5636010805108,1474.1778814185016,12.716857369188125,5.463741687747223,15.364925202534025,5.25051491962304,11.219227349818283,41.940019600520685,2.523537950630161,1.4599675049706171,7.699
17,2072.788173104994,194.78819268911775,149.90153624497103,165.83593067001658,16.008323424494648,6.090368608799055,-11.309155766944125,-61.3614744351962,-5.064209274673008,3.7978596908442377,-8.822829964328175,-10.733650416171221,-24.555555555555554,3.55607514863258,22.812846026405158,-46.692503155276974,22.414289960392185,-11.183450810367804,-1.1109647817451611,-5.116801498227732,-5.8100457862190265,20.687228765819047,19.58766590729516,30.33183534230805,36.16277120011613,11.443439828132364,0.0,4.794537184071822,59.94462236312176,35.23174507315853,15.514152220608404,10.470530430962237,10.278609224511968,2.2422591902701425,1.5971319113226232,157.2822633305146,157.9882958940857,-44.61111111111116,1.9407492741062649,0.08862887831257316,5.9153427716045615,449.02194974946167,-1.7424287997923118,12.680883094651264,-1.516656026796534,19.290990567784416,450.6196748916935,3.0,5.0,1.0,12.434975192463705,1.724088678755429,2.1744133586431142,2.1744133586431142,6.659573503469424,671.4768894079664,29.010983357108213,73.57079955187255,348.3628721894097,796.3813681057579,949.2347407074768,1077.9440061842217,1369.4132604850593,1532.4948447054053,11.264451903164453,6.666966685367884,12.69750326767935,5.714359026730293,11.709455525146804,39.45815343250089,2.271575445617981,1.4524008694142756,7.194
